Maximum CPU Burst: 1200
7942       55735                 217     2
7943       55736                 127     2
7944       55748                 997     6
7945       55753                 459     2
7946       55758                 677     9
7947       55773                 957     4
7948       55782                1190     6
7949       55785                 656     9
7950       55790                1198     1
7951       55801                1071     5
7952       55803                 238     1
7953       55809                 965     5
7954       55809                 219     1
7955       55811                 405     8
7956       55813                 435     7
7957       55814                 118     4
7958       55836                 314     4
7959       55838                 701     1
7960       55846                 645     3
7961       55846                 356     9
7962       55849                 949     8
7963       55851                 850     2
7964       55870                 783     6
7965       55870                 566     1
7966       55871                 779     6
7967       55879                 715     8
7968       55893                 508     6
7969       55894                 756     6
7970       55900                1013     1
7971       55925                 779     8
7972       55932                 479     3
7973       55944                 223     5
7974       55947                 394     2
7975       55947                  97     5
7976       55952                 165     8
7977       55955                 294     4
7978       55975                1180     1
7979       55994                 529     7
7980       56007                 954     1
7981       56034                1021     4
7982       56050                1154     1
7983       56058                 887     6
7984       56063                 333     4
7985       56066                1022     6
7986       56071                 397     6
7987       56079                 798     4
7988       56090                 278     4
7989       56098                 771     8
7990       56099                 897     4
7991       56103                  28     7
7992       56130                 753     3
7993       56130                 448     3
7994       56149                 724     7
7995       56154                 400     4
7996       56164                 356     5
7997       56165                 489     5
7998       56176                1182     3
7999       56181                 630     1
8000       56186                  16     7
8001       56195                 150     2
8002       56209                 194     3
8003       56228                 618     4
8004       56246                 969     8
8005       56260                 455     4
8006       56263                 998     3
8007       56270                1118     3
8008       56275                 694     7
8009       56281                 958     4
8010       56283                1172     6
8011       56288                 115     2
8012       56291                 409     2
8013       56292                 659     8
8014       56294                 724     7
8015       56315                 715     9
8016       56317                1025     7
8017       56320                 576     7
8018       56326                  12     6
8019       56336                 614     8
8020       56337                 835     6
8021       56365                 678     4
8022       56389                 924     8
8023       56391                 383     7
8024       56401                1026     8
8025       56413                 746     7
8026       56418                 329     1
8027       56442                 632     7
8028       56459                 913     2
8029       56459                  44     1
8030       56461                 408     7
8031       56474                 815     1
8032       56477                 905     5
8033       56488                1044     7
8034       56497                1003     7
8035       56502                 810     1
8036       56505                 166     3
8037       56505                 373     5
8038       56517                 131     6
8039       56530                 853     9
8040       56533                 487     2
8041       56533                 855     1
8042       56534                 781     5
8043       56562                 271     3
8044       56563                 536     1
8045       56564                 274     7
8046       56566                 137     5
8047       56566                 967     4
8048       56596                 751     8
8049       56597                 838     4
8050       56599                 369     8
8051       56601                 777     8
8052       56603                 582     3
8053       56613                 713     4
8054       56613                  10     2
8055       56620                1109     3
8056       56629                1049     5
8057       56631                 489     7
8058       56640                 683     5
8059       56641                 312     4
8060       56656                 501     1
8061       56661                 381     8
8062       56666                 214     7
8063       56669                 782     1
8064       56671                 172     7
8065       56677                 539     7
8066       56678                 192     2
8067       56687                 869     4
8068       56692                 746     3
8069       56700                1188     6
8070       56703                 659     6
8071       56707                 591     1
8072       56712                 351     9
8073       56730                 774     7
8074       56764                1002     8
8075       56766                 157     7
8076       56781                1133     9
8077       56801                1147     6
8078       56802                1155     4
8079       56806                 614     3
8080       56812                 778     7
8081       56816                 788     1
8082       56818                 939     5
8083       56827                1158     3
8084       56827                 603     5
8085       56838                 960     2
8086       56840                 653     3
8087       56846                  21     1
8088       56853                 754     1
8089       56854                 856     1
8090       56882                 540     3
8091       56886                 450     5
8092       56894                1190     2
8093       56897                  63     1
8094       56911                  11     9
8095       56913                 929     7
8096       56925                 334     4
8097       56938                 549     2
8098       56939                 764     8
8099       56943                 387     3
8100       56952                 832     6
8101       56954                1193     5
8102       56955                 242     9
8103       56961                  50     8
8104       56965                  18     5
8105       56967                 642     8
8106       56976                 467     1
8107       56979                 192     3
8108       56990                1136     8
8109       56996                 389     4
8110       56999                 502     4
8111       57000                 980     5
8112       57018                1146     9
8113       57021                 538     6
8114       57023                   4     5
8115       57026                 436     4
8116       57046                 186     1
8117       57053                  68     4
8118       57073                 713     5
8119       57077                1020     2
8120       57093                 118     4
8121       57106                 300     6
8122       57109                 273     4
8123       57110                  45     7
8124       57115                 956     1
8125       57131                 335     9
8126       57131                 420     3
8127       57135                  28     5
8128       57137                 795     3
8129       57138                 336     4
8130       57141                 106     2
8131       57143                 824     7
8132       57162                 480     2
8133       57176                 231     9
8134       57187                 225     6
8135       57195                1034     9
8136       57214                1073     7
8137       57216                 289     8
8138       57243                 591     2
8139       57247                 681     6
8140       57250                 775     2
8141       57256                 870     2
8142       57259                1095     3
8143       57260                 305     3
8144       57261                 164     9
8145       57265                 592     7
8146       57265                 729     1
8147       57274                1110     4
8148       57291                1076     3
8149       57301                1098     6
8150       57301                 854     1
8151       57315                 689     6
8152       57321                 262     5
8153       57323                 482     1
8154       57329                1129     9
8155       57333                  92     5
8156       57357                 962     8
8157       57364                 839     4
8158       57380                 213     4
8159       57387                 703     4
8160       57396                 894     2
8161       57401                 123     5
8162       57404                 193     9
8163       57406                 914     3
8164       57413                 716     7
8165       57422                 834     9
8166       57424                 213     6
8167       57426                 926     8
8168       57429                 477     1
8169       57432                 326     6
8170       57440                 843     4
8171       57454                1133     9
8172       57470                 431     8
8173       57474                 986     3
8174       57501                 152     2
8175       57503                 475     5
8176       57506                 798     9
8177       57519                 912     5
8178       57523                 615     7
8179       57528                 375     6
8180       57533                 791     1
8181       57542                 270     2
8182       57544                 121     8
8183       57545                 856     7
8184       57551                 574     7
8185       57556                 303     5
8186       57563                1153     8
8187       57564                 754     3
8188       57564                1016     2
8189       57565                 388     8
8190       57566                 854     1
8191       57573                 918     4
8192       57600                 156     3
8193       57605                 277     5
8194       57614                  28     1
8195       57617                 521     3
8196       57627                 753     9
8197       57653                 848     3
8198       57668                1191     7
8199       57675                 436     8
8200       57694                 128     5
8201       57695                 406     2
8202       57700                 377     9
8203       57700                1014     2
8204       57703                  75     3
8205       57712                1162     7
8206       57713                1101     1
8207       57719                 705     8
8208       57731                 188     5
8209       57732                1138     6
8210       57739                1033     2
8211       57739                1021     1
8212       57745                 990     9
8213       57748                 630     2
8214       57749                 891     3
8215       57762                1097     9
8216       57770                 749     6
8217       57773                 290     9
8218       57775                 566     1
8219       57783                 689     4
8220       57789                 735     8
8221       57790                 518     3
8222       57801                 445     8
8223       57805                 552     4
8224       57807                 525     5
8225       57808                 432     5
8226       57808                 199     7
8227       57819                 568     5
8228       57827                 950     7
8229       57830                 339     5
8230       57830                 182     3
8231       57834                1009     3
8232       57854                1091     3
8233       57856                 424     4
8234       57859                 541     6
8235       57867                 123     9
8236       57870                 887     2
8237       57885                1065     2
8238       57890                 696     5
8239       57909                 890     6
8240       57915                 278     1
8241       57915                 787     8
8242       57918                 381     7
8243       57926                 862     7
8244       57946                 921     8
8245       57950                 644     5
8246       57961                 961     3
8247       57962                1033     5
8248       57968                 624     2
8249       57976                1019     6
8250       57986                 360     4
8251       57992                1170     5
8252       58000                 705     3
8253       58007                 535     9
8254       58007                1159     1
8255       58016                 611     6
8256       58018                  40     6
8257       58022                 292     6
8258       58033                1087     7
8259       58036                 854     7
8260       58041                 790     2
8261       58042                 863     3
8262       58043                 367     8
8263       58069                 181     9
8264       58079                 738     4
8265       58087                 104     2
8266       58101                 466     6
8267       58110                 725     3
8268       58111                 206     7
8269       58111                 904     4
8270       58113                 261     6
8271       58126                 694     6
8272       58127                 786     7
8273       58130                 123     9
8274       58131                 280     1
8275       58132                 591     1
8276       58135                  42     8
8277       58141                 908     1
8278       58146                 575     4
8279       58152                 129     1
8280       58156                 139     6
8281       58156                1178     2
8282       58168                1088     2
8283       58170                 866     3
8284       58173                 251     7
8285       58193                 667     4
8286       58202                1104     8
8287       58205                1154     7
8288       58215                 821     1
8289       58217                 176     7
8290       58221                 202     3
8291       58227                 335     7
8292       58227                 745     6
8293       58237                 742     1
8294       58240                 212     8
8295       58243                 599     7
8296       58250                 384     3
8297       58258                 566     8
8298       58266                  76     8
8299       58270                 198     6
8300       58273                 252     7
8301       58280                 805     6
8302       58280                1072     7
8303       58293                 145     4
8304       58311                1135     7
8305       58326                 619     6
8306       58340                 556     7
8307       58345                 296     5
8308       58346                 848     3
8309       58349                 875     5
8310       58350                 300     6
8311       58357                 715     8
8312       58358                 429     1
8313       58359                 809     7
8314       58365                1132     8
8315       58372                 636     6
8316       58373                 235     8
8317       58375                 223     5
8318       58375                 856     3
8319       58394                1036     7
8320       58396                 979     1
8321       58403                1082     7
8322       58408                 333     1
8323       58409                 621     8
8324       58409                 194     4
8325       58411                 597     4
8326       58412                 686     4
8327       58425                 565     2
8328       58430                 383     4
8329       58434                 548     6
8330       58454                 216     7
8331       58460                 864     5
8332       58463                 100     4
8333       58463                 214     9
8334       58475                 523     5
8335       58475                 161     5
8336       58483                 671     6
8337       58485                 361     7
8338       58488                 882     5
8339       58506                1136     2
8340       58508                  76     8
8341       58544                 817     5
8342       58544                 255     4
8343       58553                 343     3
8344       58555                 480     1
8345       58559                1157     3
8346       58567                 366     4
8347       58569                 407     4
8348       58575                 527     3
8349       58585                 353     8
8350       58588                 695     8
8351       58597                 725     3
8352       58600                 312     2
8353       58603                1093     3
8354       58613                1019     6
8355       58628                1181     5
8356       58628                 907     2
8357       58630                 158     6
8358       58634                 666     4
8359       58637                 230     7
8360       58650                 279     4
8361       58659                1168     8
8362       58660                 738     1
8363       58662                 683     1
8364       58684                 760     1
8365       58685                 892     5
8366       58689                 703     5
8367       58700                 178     4
8368       58711                 639     1
8369       58714                 956     2
8370       58718                 499     2
8371       58718                 958     5
8372       58726                1094     3
8373       58728                 215     2
8374       58731                 223     2
8375       58735                1058     5
8376       58741                 946     1
8377       58742                 920     3
8378       58744                 193     9
8379       58745                 129     1
8380       58765                 976     2
8381       58770                 787     8
8382       58782                 787     5
8383       58801                 665     7
8384       58807                 522     5
8385       58822                1160     3
8386       58828                 711     8
8387       58832                 204     9
8388       58850                 492     5
8389       58851                 116     1
8390       58876                 798     2
8391       58880                1173     8
8392       58881                1083     7
8393       58882                  84     1
8394       58888                 856     4
8395       58896                 923     1
8396       58897                 341     2
8397       58901                 828     7
8398       58912                 839     8
8399       58915                 312     3
8400       58917                1003     5
8401       58920                 385     4
8402       58921                 384     9
8403       58931                 842     5
8404       58936                1081     7
8405       58942                1166     8
8406       58951                1098     8
8407       58954                  19     4
8408       58957                 847     5
8409       58965                 905     4
8410       59005                 641     7
8411       59007                  11     2
8412       59016                 870     1
8413       59024                 182     5
8414       59030                 784     1
8415       59036                1022     3
8416       59049                1061     1
8417       59050                 921     5
8418       59055                 364     8
8419       59060                 538     8
8420       59094                 332     1
8421       59096                1091     3
8422       59098                 277     5
8423       59099                 806     3
8424       59105                1009     2
8425       59113                 235     8
8426       59120                 640     7
8427       59121                 304     6
8428       59125                 468     4
8429       59128                 270     1
8430       59137                 955     9
8431       59138                  99     1
8432       59140                 549     4
8433       59141                 775     4
8434       59150                 914     2
8435       59152                 870     8
8436       59155                 170     9
8437       59162                 742     5
8438       59191                 763     3
8439       59205                 394     7
8440       59213                 369     8
8441       59217                 382     5
8442       59221                 149     9
8443       59222                 595     6
8444       59224                1110     3
8445       59225                1142     7
8446       59232                 489     1
8447       59236                 763     2
8448       59248                1196     1
8449       59257                 661     8
8450       59257                 449     3
8451       59258                  28     7
8452       59274                1105     3
8453       59276                1068     6
8454       59278                 391     2
8455       59279                  18     4
8456       59282                 842     1
8457       59285                 386     2
8458       59287                 571     5
8459       59313                 781     2
8460       59316                  19     8
8461       59324                 953     8
8462       59326                1067     6
8463       59327                 380     8
8464       59337                1142     9
8465       59387                 927     5
8466       59390                1098     8
8467       59402                 774     5
8468       59429                 255     4
8469       59431                 608     2
8470       59441                 125     6
8471       59453                  35     9
8472       59456                 902     3
8473       59457                  40     2
8474       59458                  62     9
8475       59469                 594     5
8476       59482                 692     5
8477       59490                  32     5
8478       59493                 408     6
8479       59505                 656     6
8480       59506                1068     1
8481       59508                 328     5
8482       59509                 700     4
8483       59517                1101     1
8484       59523                 668     7
8485       59528                 559     3
8486       59534                1175     4
8487       59544                 531     9
8488       59565                1062     8
8489       59570                 938     4
8490       59583                 143     8
8491       59592                 221     2
8492       59595                 881     3
8493       59597                 744     8
8494       59601                 937     2
8495       59606                  20     9
8496       59621                1114     1
8497       59622                 743     7
8498       59623                 350     1
8499       59631                 552     2
8500       59632                 504     3
8501       59635                 584     6
8502       59643                1109     3
8503       59644                 642     1
8504       59653                1185     9
8505       59657                1061     5
8506       59660                 171     5
8507       59666                 347     6
8508       59667                1081     6
8509       59674                 163     3
8510       59675                 206     3
8511       59691                 178     3
8512       59701                1078     6
8513       59704                 573     4
8514       59733                  61     5
8515       59761                 342     5
8516       59763                 866     6
8517       59767                 948     4
8518       59775                 993     8
8519       59776                 220     5
8520       59783                  10     9
8521       59795                 913     8
8522       59804                 178     7
8523       59811                1141     3
8524       59812                 140     9
8525       59823                 115     2
8526       59827                 352     3
8527       59827                1023     2
8528       59832                 637     6
8529       59849                1076     7
8530       59850                 112     5
8531       59860                 127     9
8532       59862                 287     2
8533       59864                1019     8
8534       59870                1177     7
8535       59882                 212     9
8536       59885                 805     6
8537       59895                 749     6
8538       59906                 746     1
8539       59910                 857     7
8540       59915                 340     5
8541       59926                 539     9
8542       59929                1166     2
8543       59929                1098     8
8544       59954                 680     3
8545       59958                 161     7
8546       59960                 550     6
8547       59960                 596     5
8548       59960                 253     6
8549       59961                 175     2
8550       59965                  23     8
8551       59977                 965     5
8552       59983                1160     4
8553       60008                 123     1
8554       60009                 627     2
8555       60019                  77     9
8556       60025                 494     3
8557       60053                 845     1
8558       60057                 128     2
8559       60069                 805     1
8560       60080                 939     5
8561       60089                 693     1
8562       60096                 903     3
8563       60097                 629     6
8564       60100                 484     4
8565       60100                 167     7
8566       60102                 739     1
8567       60105                1102     7
8568       60108                 414     2
8569       60113                 777     3
8570       60116                 885     1
8571       60122                 470     6
8572       60123                  51     6
8573       60127                 337     8
8574       60140                 181     9
8575       60143                1075     3
8576       60149                 261     5
8577       60154                 137     4
8578       60163                1070     8
8579       60163                 108     1
8580       60206                 685     7
8581       60209                 278     6
8582       60222                 947     5
8583       60225                 643     5
8584       60230                 842     6
8585       60232                1181     2
8586       60236                 976     8
8587       60246                 548     7
8588       60251                 498     8
8589       60267                 903     9
8590       60275                 546     7
8591       60275                1028     6
8592       60276                 259     9
8593       60291                1160     9
8594       60302                1121     1
8595       60309                 607     4
8596       60313                  53     5
8597       60327                 661     7
8598       60333                 297     7
8599       60340                 552     2
8600       60342                 773     9
8601       60342                 954     3
8602       60345                 509     2
8603       60351                 620     3
8604       60355                 529     1
8605       60359                1127     2
8606       60359                 646     3
8607       60361                 662     9
8608       60363                 505     5
8609       60370                 490     4
8610       60393                 845     8
8611       60398                 513     2
8612       60404                 216     2
8613       60405                1058     1
8614       60410                1037     4
8615       60410                 701     2
8616       60419                 967     3
8617       60420                 623     1
8618       60422                  36     6
8619       60427                 464     7
8620       60434                 332     7
8621       60442                 673     3
8622       60450                1017     6
8623       60452                 623     4
8624       60464                 173     8
8625       60464                 977     9
8626       60465                 660     9
8627       60476                 583     7
8628       60486                 273     7
8629       60491                  16     4
8630       60495                 447     6
8631       60496                 550     1
8632       60497                 847     5
8633       60497                 337     9
8634       60509                   2     6
8635       60513                 971     9
8636       60513                1082     3
8637       60517                 856     1
8638       60540                1023     5
8639       60542                 719     6
8640       60578                1148     3
8641       60581                1104     6
8642       60585                 773     1
8643       60592                 698     6
8644       60603                1000     6
8645       60605                1178     1
8646       60621                1162     3
8647       60623                  90     2
8648       60636                 382     4
8649       60643                 358     5
8650       60651                 175     8
8651       60652                1054     9
8652       60658                1072     7
8653       60672                 778     5
8654       60678                  49     2
8655       60679                 444     4
8656       60686                 544     9
8657       60687                1181     7
8658       60690                1171     6
8659       60692                  57     8
8660       60695                 890     3
8661       60697                 322     8
8662       60697                 436     1
8663       60703                1013     3
8664       60711                 201     5
8665       60714                 168     1
8666       60720                 415     3
8667       60724                 611     3
8668       60726                 479     1
8669       60731                 645     2
8670       60764                  58     2
8671       60768                 962     3
8672       60791                 278     7
8673       60794                 326     5
8674       60797                1199     6
8675       60801                 851     4
8676       60801                1152     1
8677       60801                 259     2
8678       60804                1148     8
8679       60806                 267     1
8680       60808                 810     2
8681       60820                1113     3
8682       60821                 949     9
8683       60828                 110     9
8684       60856                 197     1
8685       60882                 857     4
8686       60915                 610     8
8687       60932                 320     4
8688       60932                1084     6
8689       60933                1038     4
8690       60939                 383     7
8691       60952                1075     4
8692       60956                   8     6
8693       60960                 316     8
8694       60964                1085     9
8695       60970                1031     2
8696       60976                 576     3
8697       60982                 804     6
8698       60983                 752     7
8699       60984                 746     1
8700       60993                 701     4
8701       61015                 876     9
8702       61019                  78     8
8703       61026                  32     1
8704       61039                1087     2
8705       61048                 294     2
8706       61052                 750     2
8707       61065                1014     3
8708       61084                1098     9
8709       61088                  31     4
8710       61092                 296     7
8711       61099                   9     1
8712       61102                1090     7
8713       61105                 147     3
8714       61105                 322     4
8715       61107                 553     2
8716       61111                 828     7
8717       61117                 822     7
8718       61126                 134     7
8719       61129                 902     8
8720       61144                 314     5
8721       61160                 960     6
8722       61171                 679     3
8723       61173                 277     5
8724       61186                 509     6
8725       61188                 790     7
8726       61198                 124     9
8727       61201                 738     2
8728       61202                 867     9
8729       61217                1157     6
8730       61219                 399     6
8731       61224                 687     1
8732       61227                 144     1
8733       61231                1166     4
8734       61233                 448     8
8735       61239                 957     3
8736       61239                  27     3
8737       61241                 874     1
8738       61252                 270     3
8739       61254                 365     8
8740       61259                  82     6
8741       61261                 308     1
8742       61276                 254     7
8743       61277                 394     1
8744       61282                 617     3
8745       61284                  78     2
8746       61289                 562     2
8747       61311                 166     1
8748       61320                1061     3
8749       61333                 709     6
8750       61333                1013     3
8751       61337                 697     1
8752       61338                 723     9
8753       61341                 472     3
8754       61341                 715     9
8755       61344                 324     2
8756       61352                1040     1
8757       61357                 445     5
8758       61374                 458     3
8759       61380                1056     5
8760       61387                  51     6
8761       61390                 444     4
8762       61417                 415     7
8763       61421                 889     8
8764       61422                 476     8
8765       61433                  28     5
8766       61439                 112     7
8767       61455                 250     4
8768       61461                 557     9
8769       61465                 563     1
8770       61471                 499     9
8771       61474                 628     5
8772       61483                 635     9
8773       61487                 266     1
8774       61493                 254     9
8775       61503                 863     6
8776       61504                 231     6
8777       61520                 891     4
8778       61529                  82     9
8779       61533                 579     4
8780       61544                1111     6
8781       61559                 857     5
8782       61561                 118     1
8783       61570                 825     5
8784       61572                 855     1
8785       61578                  88     4
8786       61582                1177     7
8787       61589                1003     7
8788       61591                1108     2
8789       61594                1120     5
8790       61612                 328     6
8791       61616                 542     7
8792       61618                 927     9
8793       61619                 378     7
8794       61621                 975     8
8795       61621                 796     9
8796       61632                1102     2
8797       61636                 119     3
8798       61640                 103     3
8799       61646                 835     3
8800       61648                  14     8
8801       61658                 657     9
8802       61668                 975     2
8803       61672                 125     3
8804       61674                1051     3
8805       61678                 298     5
8806       61691                 667     3
8807       61693                1019     6
8808       61693                 459     7
8809       61703                 307     7
8810       61704                 419     3
8811       61709                 622     4
8812       61718                 823     6
8813       61718                 600     3
8814       61732                  35     2
8815       61733                 604     2
8816       61745                 773     7
8817       61745                 733     5
8818       61748                1117     8
8819       61753                1098     6
8820       61756                 913     2
8821       61763                 746     2
8822       61763                1006     4
8823       61765                 385     3
8824       61769                 475     1
8825       61773                 652     1
8826       61780                1056     7
8827       61785                 998     1
8828       61785                 650     9
8829       61795                 375     4
8830       61800                  49     7
8831       61805                 371     9
8832       61808                 959     8
8833       61819                 114     9
8834       61826                1168     6
8835       61836                1081     1
8836       61860                1126     7
8837       61863                  16     5
8838       61867                 992     6
8839       61869                   5     5
8840       61881                 780     8
8841       61884                 534     3
8842       61885                 303     6
8843       61892                 974     5
8844       61897                 342     2
8845       61900                 170     3
8846       61902                 658     2
8847       61905                  75     4
8848       61918                  41     9
8849       61931                1085     5
8850       61934                 596     2
8851       61938                 251     9
8852       61945                 265     5
8853       61946                 473     5
8854       61951                1177     1
8855       61953                1028     3
8856       61958                  85     6
8857       61974                  27     4
8858       61979                 660     2
8859       61986                 388     3
8860       61987                 127     1
8861       61988                 483     4
8862       62005                 512     3
8863       62006                 237     5
8864       62032                 897     7
8865       62047                1017     3
8866       62062                1184     9
8867       62064                 775     8
8868       62066                 692     9
8869       62067                  23     2
8870       62071                 146     3
8871       62080                 789     1
8872       62086                1056     3
8873       62090                 809     3
8874       62091                 337     6
8875       62109                 356     5
8876       62111                1141     1
8877       62113                 460     3
8878       62114                 150     1
8879       62116                 884     5
8880       62119                 607     4
8881       62122                 822     2
8882       62126                 675     3
8883       62128                 981     9
8884       62130                 321     2
8885       62132                 391     1
8886       62134                 229     5
8887       62157                 774     3
8888       62157                 468     1
8889       62163                 203     9
8890       62170                 846     6
8891       62174                 294     2
8892       62182                 429     8
8893       62184                 768     3
8894       62188                 930     2
8895       62189                1081     6
8896       62189                 669     9
8897       62195                 422     9
8898       62200                1027     6
8899       62205                1040     1
8900       62214                 464     6
8901       62227                 737     2
8902       62228                 432     3
8903       62228                 940     4
8904       62235                 194     1
8905       62241                 581     5
8906       62246                 305     9
8907       62247                  32     1
8908       62248                 897     9
8909       62254                 993     1
8910       62257                 312     1
8911       62270                 149     7
8912       62280                 795     1
8913       62292                 142     4
8914       62304                  68     4
8915       62327                 762     4
8916       62332                 702     9
8917       62334                 918     5
8918       62350                 481     6
8919       62350                 484     4
8920       62361                 624     8
8921       62364                 534     1
8922       62374                  23     3
8923       62378                 450     9
8924       62387                 823     1
8925       62396                 399     4
8926       62398                 440     7
8927       62400                 335     6
8928       62401                 864     9
8929       62404                 982     9
8930       62409                  98     6
8931       62413                 521     5
8932       62418                 297     2
8933       62421                 358     9
8934       62423                 208     5
8935       62432                 357     1
8936       62437                 875     1
8937       62453                 398     1
8938       62456                 756     4
8939       62457                 959     8
8940       62469                  11     2
8941       62473                 429     8
8942       62479                 473     3
8943       62483                 659     7
8944       62498                 643     2
8945       62499                 580     3
8946       62500                 481     5
8947       62504                 196     6
8948       62504                1055     5
8949       62515                 901     6
8950       62537                 830     1
8951       62549                 339     4
8952       62550                  65     6
8953       62552                 317     4
8954       62580                 430     5
8955       62589                  25     7
8956       62589                 966     1
8957       62601                 258     8
8958       62603                 905     6
8959       62615                1132     8
8960       62617                 784     1
8961       62631                 757     5
8962       62644                  30     7
8963       62644                  26     5
8964       62651                 128     5
8965       62653                 533     3
8966       62656                1148     9
8967       62657                 372     4
8968       62661                1013     6
8969       62668                 416     2
8970       62699                 524     6
8971       62707                 227     7
8972       62710                 754     9
8973       62713                 280     9
8974       62713                 711     5
8975       62717                1110     8
8976       62755                 152     8
8977       62755                 294     1
8978       62761                1191     7
8979       62773                 271     1
8980       62775                1033     3
8981       62776                 406     9
8982       62786                 643     8
8983       62790                1080     8
8984       62799                 472     6
8985       62803                 779     3
8986       62805                 293     6
8987       62807                1078     3
8988       62808                 871     1
