Maximum CPU Burst: 12
7871       15661                   8     1
7872       15667                   6     9
7873       15673                   6     4
7874       15675                   8     5
7875       15677                   5     7
7876       15683                   7     4
7877       15683                  10     4
7878       15684                   9     5
7879       15686                   6     1
7880       15689                   5     1
7881       15689                   8     8
7882       15695                   9     5
7883       15698                   8     2
7884       15700                   9     1
7885       15700                  11     9
7886       15702                  11     1
7887       15705                   4     6
7888       15707                  11     9
7889       15710                   6     5
7890       15711                   7     4
7891       15718                   4     4
7892       15718                   4     3
7893       15720                   5     7
7894       15722                   8     1
7895       15723                  11     2
7896       15724                   9     3
7897       15725                  10     5
7898       15725                   9     6
7899       15730                   9     3
7900       15731                   9     5
7901       15732                   5     2
7902       15734                   8     6
7903       15734                   8     7
7904       15738                   9     8
7905       15739                   9     8
7906       15743                   8     3
7907       15747                   5     9
7908       15749                   6     1
7909       15750                   5     7
7910       15755                  10     2
7911       15759                   6     1
7912       15761                   4     9
7913       15761                   9     3
7914       15762                   8     6
7915       15764                   5     8
7916       15767                   6     9
7917       15768                   4     5
7918       15774                   8     8
7919       15774                   7     5
7920       15776                   9     1
7921       15776                   4     6
7922       15777                   6     5
7923       15780                   7     7
7924       15780                   5     2
7925       15780                   4     2
7926       15780                   8     7
7927       15780                  10     4
7928       15786                   5     4
7929       15788                   4     6
7930       15788                   4     8
7931       15788                   7     5
7932       15790                   4     8
7933       15799                   4     2
7934       15799                   4     1
7935       15802                   9     2
7936       15805                   5     5
7937       15807                   5     1
7938       15807                   5     1
7939       15808                   6     3
7940       15810                  11     5
7941       15812                   8     3
7942       15812                   5     2
7943       15812                   4     2
7944       15816                  10     6
7945       15817                   7     2
7946       15818                   8     9
7947       15822                  10     4
7948       15825                  11     6
7949       15826                   8     9
7950       15827                  11     1
7951       15830                  11     5
7952       15831                   5     1
7953       15833                  10     5
7954       15833                   5     1
7955       15833                   6     8
7956       15834                   6     7
7957       15834                   4     4
7958       15840                   6     4
7959       15840                   8     1
7960       15842                   8     3
7961       15842                   6     9
7962       15843                  10     8
7963       15844                   9     2
7964       15850                   9     6
7965       15850                   7     1
7966       15850                   9     6
7967       15852                   8     8
7968       15856                   7     6
7969       15856                   9     6
7970       15858                  10     1
7971       15865                   9     8
7972       15867                   7     3
7973       15870                   5     5
7974       15871                   6     2
7975       15871                   4     5
7976       15872                   5     8
7977       15873                   5     4
7978       15879                  11     1
7979       15884                   7     7
7980       15888                  10     1
7981       15896                  10     4
7982       15900                  11     1
7983       15902                   9     6
7984       15903                   6     4
7985       15904                  10     6
7986       15905                   6     6
7987       15907                   9     4
7988       15910                   5     4
7989       15912                   9     8
7990       15912                   9     4
7991       15913                   4     7
7992       15921                   9     3
7993       15921                   6     3
7994       15927                   8     7
7995       15928                   6     4
7996       15931                   6     5
7997       15931                   7     5
7998       15934                  11     3
7999       15935                   8     1
8000       15936                   4     7
8001       15939                   4     2
8002       15943                   5     3
8003       15948                   8     4
8004       15953                  10     8
8005       15957                   7     4
8006       15958                  10     3
8007       15960                  11     3
8008       15961                   8     7
8009       15963                  10     4
8010       15963                  11     6
8011       15965                   4     2
8012       15966                   6     2
8013       15966                   8     8
8014       15967                   8     7
8015       15973                   8     9
8016       15974                  10     7
8017       15975                   7     7
8018       15977                   4     6
8019       15980                   8     8
8020       15980                   9     6
8021       15988                   8     4
8022       15995                  10     8
8023       15995                   6     7
8024       15998                  10     8
8025       16001                   8     7
8026       16003                   6     1
8027       16010                   8     7
8028       16015                  10     2
8029       16015                   4     1
8030       16016                   6     7
8031       16020                   9     1
8032       16021                  10     5
8033       16024                  10     7
8034       16027                  10     7
8035       16029                   9     1
8036       16030                   5     3
8037       16030                   6     5
8038       16033                   4     6
8039       16037                   9     9
8040       16038                   7     2
8041       16038                   9     1
8042       16038                   9     5
8043       16046                   5     3
8044       16046                   7     1
8045       16046                   5     7
8046       16047                   4     5
8047       16047                  10     4
8048       16056                   9     8
8049       16056                   9     4
8050       16057                   6     8
8051       16058                   9     8
8052       16059                   7     3
8053       16062                   8     4
8054       16062                   4     2
8055       16064                  11     3
8056       16066                  10     5
8057       16067                   7     7
8058       16070                   8     5
8059       16070                   6     4
8060       16074                   7     1
8061       16075                   6     8
8062       16076                   5     7
8063       16077                   9     1
8064       16078                   5     7
8065       16080                   7     7
8066       16080                   5     2
8067       16083                   9     4
8068       16084                   8     3
8069       16086                  11     6
8070       16087                   8     6
8071       16088                   7     1
8072       16089                   6     9
8073       16094                   9     7
8074       16104                  10     8
8075       16104                   5     7
8076       16108                  11     9
8077       16114                  11     6
8078       16114                  11     4
8079       16115                   8     3
8080       16117                   9     7
8081       16118                   9     1
8082       16119                  10     5
8083       16121                  11     3
8084       16121                   8     5
8085       16124                  10     2
8086       16125                   8     3
8087       16127                   4     1
8088       16129                   9     1
8089       16129                   9     1
8090       16137                   7     3
8091       16138                   6     5
8092       16140                  11     2
8093       16141                   4     1
8094       16145                   4     9
8095       16146                  10     7
8096       16149                   6     4
8097       16153                   7     2
8098       16153                   9     8
8099       16154                   6     3
8100       16156                   9     6
8101       16157                  11     5
8102       16157                   5     9
8103       16159                   4     8
8104       16160                   4     5
8105       16161                   8     8
8106       16164                   7     1
8107       16165                   5     3
8108       16168                  11     8
8109       16170                   6     4
8110       16171                   7     4
8111       16171                  10     5
8112       16176                  11     9
8113       16177                   7     6
8114       16178                   4     5
8115       16179                   6     4
8116       16185                   5     1
8117       16187                   4     4
8118       16193                   8     5
8119       16194                  10     2
8120       16199                   4     4
8121       16203                   5     6
8122       16204                   5     4
8123       16204                   4     7
8124       16205                  10     1
8125       16210                   6     9
8126       16210                   6     3
8127       16211                   4     5
8128       16212                   9     3
8129       16212                   6     4
8130       16213                   4     2
8131       16213                   9     7
8132       16218                   7     2
8133       16222                   5     9
8134       16225                   5     6
8135       16227                  10     9
8136       16232                  11     7
8137       16232                   5     8
8138       16240                   7     2
8139       16241                   8     6
8140       16242                   9     2
8141       16244                   9     2
8142       16245                  11     3
8143       16245                   6     3
8144       16245                   5     9
8145       16246                   7     7
8146       16246                   8     1
8147       16248                  11     4
8148       16253                  11     3
8149       16256                  11     6
8150       16256                   9     1
8151       16260                   8     6
8152       16262                   5     5
8153       16262                   7     1
8154       16264                  11     9
8155       16265                   4     5
8156       16272                  10     8
8157       16274                   9     4
8158       16279                   5     4
8159       16281                   8     4
8160       16284                   9     2
8161       16286                   4     5
8162       16287                   5     9
8163       16287                  10     3
8164       16289                   8     7
8165       16292                   9     9
8166       16292                   5     6
8167       16293                  10     8
8168       16294                   7     1
8169       16295                   6     6
8170       16297                   9     4
8171       16301                  11     9
8172       16306                   6     8
8173       16307                  10     3
8174       16315                   5     2
8175       16315                   7     5
8176       16316                   9     9
8177       16320                  10     5
8178       16321                   8     7
8179       16322                   6     6
8180       16323                   9     1
8181       16325                   5     2
8182       16326                   4     8
8183       16326                   9     7
8184       16328                   7     7
8185       16329                   6     5
8186       16331                  11     8
8187       16331                   9     3
8188       16331                  10     2
8189       16331                   6     8
8190       16331                   9     1
8191       16333                  10     4
8192       16341                   5     3
8193       16342                   5     5
8194       16345                   4     1
8195       16346                   7     3
8196       16349                   9     9
8197       16356                   9     3
8198       16360                  11     7
8199       16362                   6     8
8200       16368                   4     5
8201       16368                   6     2
8202       16369                   6     9
8203       16369                  10     2
8204       16370                   4     3
8205       16373                  11     7
8206       16373                  11     1
8207       16375                   8     8
8208       16378                   5     5
8209       16378                  11     6
8210       16380                  10     2
8211       16380                  10     1
8212       16382                  10     9
8213       16383                   8     2
8214       16383                   9     3
8215       16387                  11     9
8216       16389                   8     6
8217       16390                   5     9
8218       16391                   7     1
8219       16393                   8     4
8220       16395                   8     8
8221       16395                   7     3
8222       16398                   6     8
8223       16399                   7     4
8224       16399                   7     5
8225       16399                   6     5
8226       16399                   5     7
8227       16402                   7     5
8228       16404                  10     7
8229       16405                   6     5
8230       16405                   5     3
8231       16406                  10     3
8232       16412                  11     3
8233       16413                   6     4
8234       16414                   7     6
8235       16416                   4     9
8236       16417                   9     2
8237       16421                  11     2
8238       16422                   8     5
8239       16427                   9     6
8240       16429                   5     1
8241       16429                   9     8
8242       16430                   6     7
8243       16432                   9     7
8244       16438                  10     8
8245       16439                   8     5
8246       16442                  10     3
8247       16442                  10     5
8248       16444                   8     2
8249       16446                  10     6
8250       16449                   6     4
8251       16451                  11     5
8252       16453                   8     3
8253       16455                   7     9
8254       16455                  11     1
8255       16457                   8     6
8256       16458                   4     6
8257       16459                   5     6
8258       16462                  11     7
8259       16463                   9     7
8260       16464                   9     2
8261       16464                   9     3
8262       16464                   6     8
8263       16472                   5     9
8264       16475                   8     4
8265       16477                   4     2
8266       16481                   7     6
8267       16483                   8     3
8268       16483                   5     7
8269       16483                  10     4
8270       16484                   5     6
8271       16488                   8     6
8272       16488                   9     7
8273       16489                   4     9
8274       16489                   5     1
8275       16489                   7     1
8276       16490                   4     8
8277       16492                  10     1
8278       16493                   7     4
8279       16495                   4     1
8280       16496                   4     6
8281       16496                  11     2
8282       16499                  11     2
8283       16499                   9     3
8284       16500                   5     7
8285       16506                   8     4
8286       16508                  11     8
8287       16509                  11     7
8288       16512                   9     1
8289       16512                   5     7
8290       16513                   5     3
8291       16515                   6     7
8292       16515                   8     6
8293       16518                   8     1
8294       16519                   5     8
8295       16520                   7     7
8296       16522                   6     3
8297       16524                   7     8
8298       16526                   4     8
8299       16527                   5     6
8300       16528                   5     7
8301       16530                   9     6
8302       16530                  11     7
8303       16534                   4     4
8304       16539                  11     7
8305       16543                   8     6
8306       16547                   7     7
8307       16549                   5     5
8308       16549                   9     3
8309       16550                   9     5
8310       16550                   5     6
8311       16552                   8     8
8312       16552                   6     1
8313       16552                   9     7
8314       16554                  11     8
8315       16556                   8     6
8316       16556                   5     8
8317       16557                   5     5
8318       16557                   9     3
8319       16562                  10     7
8320       16562                  10     1
8321       16564                  11     7
8322       16566                   6     1
8323       16566                   8     8
8324       16566                   5     4
8325       16567                   7     4
8326       16567                   8     4
8327       16571                   7     2
8328       16573                   6     4
8329       16574                   7     6
8330       16580                   5     7
8331       16582                   9     5
8332       16583                   4     4
8333       16583                   5     9
8334       16586                   7     5
8335       16586                   5     5
8336       16588                   8     6
8337       16588                   6     7
8338       16589                   9     5
8339       16594                  11     2
8340       16595                   4     8
8341       16605                   9     5
8342       16605                   5     4
8343       16608                   6     3
8344       16609                   7     1
8345       16610                  11     3
8346       16612                   6     4
8347       16613                   6     4
8348       16615                   7     3
8349       16618                   6     8
8350       16619                   8     8
8351       16622                   8     3
8352       16623                   6     2
8353       16624                  11     3
8354       16627                  10     6
8355       16631                  11     5
8356       16631                  10     2
8357       16632                   5     6
8358       16633                   8     4
8359       16634                   5     7
8360       16638                   5     4
8361       16640                  11     8
8362       16640                   8     1
8363       16641                   8     1
8364       16647                   9     1
8365       16647                   9     5
8366       16648                   8     5
8367       16651                   5     4
8368       16654                   8     1
8369       16655                  10     2
8370       16656                   7     2
8371       16656                  10     5
8372       16658                  11     3
8373       16658                   5     2
8374       16659                   5     2
8375       16660                  11     5
8376       16662                  10     1
8377       16662                  10     3
8378       16662                   5     9
8379       16662                   4     1
8380       16668                  10     2
8381       16669                   9     8
8382       16672                   9     5
8383       16678                   8     7
8384       16680                   7     5
8385       16684                  11     3
8386       16686                   8     8
8387       16687                   5     9
8388       16692                   7     5
8389       16692                   4     1
8390       16699                   9     2
8391       16700                  11     8
8392       16700                  11     7
8393       16700                   4     1
8394       16702                   9     4
8395       16704                  10     1
8396       16704                   6     2
8397       16705                   9     7
8398       16708                   9     8
8399       16709                   6     3
8400       16710                  10     5
8401       16711                   6     4
8402       16711                   6     9
8403       16714                   9     5
8404       16715                  11     7
8405       16717                  11     8
8406       16720                  11     8
8407       16721                   4     4
8408       16722                   9     5
8409       16724                  10     4
8410       16735                   8     7
8411       16735                   4     2
8412       16738                   9     1
8413       16740                   5     5
8414       16742                   9     1
8415       16744                  10     3
8416       16748                  11     1
8417       16748                  10     5
8418       16749                   6     8
8419       16750                   7     8
8420       16760                   6     1
8421       16761                  11     3
8422       16762                   5     5
8423       16762                   9     3
8424       16764                  10     2
8425       16766                   5     8
8426       16768                   8     7
8427       16768                   6     6
8428       16769                   7     4
8429       16770                   5     1
8430       16772                  10     9
8431       16772                   4     1
8432       16772                   7     4
8433       16772                   9     4
8434       16775                  10     2
8435       16776                   9     8
8436       16777                   5     9
8437       16779                   8     5
8438       16787                   9     3
8439       16791                   6     7
8440       16793                   6     8
8441       16794                   6     5
8442       16795                   4     9
8443       16795                   7     6
8444       16795                  11     3
8445       16795                  11     7
8446       16797                   7     1
8447       16798                   9     2
8448       16801                  11     1
8449       16803                   8     8
8450       16803                   6     3
8451       16803                   4     7
8452       16807                  11     3
8453       16808                  11     6
8454       16808                   6     2
8455       16808                   4     4
8456       16809                   9     1
8457       16810                   6     2
8458       16811                   7     5
8459       16818                   9     2
8460       16819                   4     8
8461       16821                  10     8
8462       16822                  11     6
8463       16822                   6     8
8464       16825                  11     9
8465       16839                  10     5
8466       16840                  11     8
8467       16843                   9     5
8468       16851                   5     4
8469       16852                   8     2
8470       16855                   4     6
8471       16858                   4     9
8472       16859                  10     3
8473       16859                   4     2
8474       16859                   4     9
8475       16862                   7     5
8476       16866                   8     5
8477       16868                   4     5
8478       16869                   6     6
8479       16873                   8     6
8480       16873                  11     1
8481       16874                   6     5
8482       16874                   8     4
8483       16876                  11     1
8484       16878                   8     7
8485       16879                   7     3
8486       16881                  11     4
8487       16884                   7     9
8488       16890                  11     8
8489       16891                  10     4
8490       16895                   4     8
8491       16897                   5     2
8492       16898                   9     3
8493       16899                   8     8
8494       16900                  10     2
8495       16901                   4     9
8496       16905                  11     1
8497       16905                   8     7
8498       16905                   6     1
8499       16907                   7     2
8500       16907                   7     3
8501       16908                   7     6
8502       16910                  11     3
8503       16910                   8     1
8504       16912                  11     9
8505       16913                  11     5
8506       16914                   5     5
8507       16916                   6     6
8508       16916                  11     6
8509       16918                   5     3
8510       16918                   5     3
8511       16923                   5     3
8512       16926                  11     6
8513       16927                   7     4
8514       16935                   4     5
8515       16943                   6     5
8516       16944                   9     6
8517       16945                  10     4
8518       16947                  10     8
8519       16947                   5     5
8520       16949                   4     9
8521       16952                  10     8
8522       16955                   5     7
8523       16957                  11     3
8524       16957                   4     9
8525       16960                   4     2
8526       16961                   6     3
8527       16961                  10     2
8528       16962                   8     6
8529       16967                  11     7
8530       16967                   4     5
8531       16970                   4     9
8532       16971                   5     2
8533       16971                  10     8
8534       16973                  11     7
8535       16976                   5     9
8536       16977                   9     6
8537       16980                   8     6
8538       16983                   8     1
8539       16984                   9     7
8540       16986                   6     5
8541       16989                   7     9
8542       16990                  11     2
8543       16990                  11     8
8544       16997                   8     3
8545       16998                   5     7
8546       16999                   7     6
8547       16999                   7     5
8548       16999                   5     6
8549       16999                   5     2
8550       17000                   4     8
8551       17004                  10     5
8552       17006                  11     4
8553       17013                   4     1
8554       17013                   8     2
8555       17016                   4     9
8556       17018                   7     3
8557       17026                   9     1
8558       17027                   4     2
8559       17030                   9     1
8560       17033                  10     5
8561       17036                   8     1
8562       17038                  10     3
8563       17038                   8     6
8564       17039                   7     4
8565       17039                   5     7
8566       17040                   8     1
8567       17041                  11     7
8568       17042                   6     2
8569       17043                   9     3
8570       17044                   9     1
8571       17046                   7     6
8572       17046                   4     6
8573       17047                   6     8
8574       17051                   5     9
8575       17052                  11     3
8576       17054                   5     5
8577       17055                   4     4
8578       17057                  11     8
8579       17057                   4     1
8580       17069                   8     7
8581       17070                   5     6
8582       17074                  10     5
8583       17075                   8     5
8584       17077                   9     6
8585       17077                  11     2
8586       17078                  10     8
8587       17081                   7     7
8588       17082                   7     8
8589       17087                  10     9
8590       17089                   7     7
8591       17089                  10     6
8592       17089                   5     9
8593       17093                  11     9
8594       17096                  11     1
8595       17098                   8     4
8596       17099                   4     5
8597       17103                   8     7
8598       17105                   5     7
8599       17107                   7     2
8600       17108                   9     9
8601       17108                  10     3
8602       17109                   7     2
8603       17111                   8     3
8604       17112                   7     1
8605       17113                  11     2
8606       17113                   8     3
8607       17114                   8     9
8608       17115                   7     5
8609       17117                   7     4
8610       17123                   9     8
8611       17124                   7     2
8612       17126                   5     2
8613       17126                  11     1
8614       17127                  10     4
8615       17127                   8     2
8616       17130                  10     3
8617       17130                   8     1
8618       17131                   4     6
8619       17132                   7     7
8620       17134                   6     7
8621       17136                   8     3
8622       17138                  10     6
8623       17139                   8     4
8624       17142                   5     8
8625       17142                  10     9
8626       17142                   8     9
8627       17145                   7     7
8628       17148                   5     7
8629       17149                   4     4
8630       17150                   6     6
8631       17150                   7     1
8632       17150                   9     5
8633       17150                   6     9
8634       17153                   4     6
8635       17154                  10     9
8636       17154                  11     3
8637       17155                   9     1
8638       17161                  10     5
8639       17162                   8     6
8640       17172                  11     3
8641       17173                  11     6
8642       17174                   9     1
8643       17176                   8     6
8644       17179                  10     6
8645       17180                  11     1
8646       17184                  11     3
8647       17184                   4     2
8648       17188                   6     4
8649       17190                   6     5
8650       17192                   5     8
8651       17192                  11     9
8652       17194                  11     7
8653       17198                   9     5
8654       17200                   4     2
8655       17200                   6     4
8656       17202                   7     9
8657       17202                  11     7
8658       17203                  11     6
8659       17204                   4     8
8660       17205                   9     3
8661       17205                   6     8
8662       17205                   6     1
8663       17207                  10     3
8664       17209                   5     5
8665       17210                   5     1
8666       17212                   6     3
8667       17213                   8     3
8668       17213                   7     1
8669       17214                   8     2
8670       17224                   4     2
8671       17225                  10     3
8672       17232                   5     7
8673       17233                   6     5
8674       17234                  11     6
8675       17235                   9     4
8676       17235                  11     1
8677       17235                   5     2
8678       17236                  11     8
8679       17237                   5     1
8680       17238                   9     2
8681       17241                  11     3
8682       17241                  10     9
8683       17243                   4     9
8684       17251                   5     1
8685       17259                   9     4
8686       17269                   8     8
8687       17274                   6     4
8688       17274                  11     6
8689       17274                  10     4
8690       17276                   6     7
8691       17280                  11     4
8692       17281                   4     6
8693       17282                   6     8
8694       17283                  11     9
8695       17285                  10     2
8696       17287                   7     3
8697       17289                   9     6
8698       17289                   9     7
8699       17289                   8     1
8700       17291                   8     4
8701       17297                   9     9
8702       17298                   4     8
8703       17300                   4     1
8704       17304                  11     2
8705       17307                   5     2
8706       17308                   9     2
8707       17312                  10     3
8708       17317                  11     9
8709       17318                   4     4
8710       17319                   5     7
8711       17321                   4     1
8712       17322                  11     7
8713       17323                   4     3
8714       17323                   6     4
8715       17324                   7     2
8716       17325                   9     7
8717       17327                   9     7
8718       17329                   4     7
8719       17330                  10     8
8720       17334                   6     5
8721       17338                  10     6
8722       17341                   8     3
8723       17342                   5     5
8724       17346                   7     6
8725       17347                   9     7
8726       17350                   4     9
8727       17351                   8     2
8728       17351                   9     9
8729       17355                  11     6
8730       17356                   6     6
8731       17357                   8     1
8732       17358                   4     1
8733       17359                  11     4
8734       17359                   6     8
8735       17361                  10     3
8736       17361                   4     3
8737       17362                   9     1
8738       17365                   5     3
8739       17365                   6     8
8740       17366                   4     6
8741       17367                   6     1
8742       17371                   5     7
8743       17371                   6     1
8744       17372                   8     3
8745       17373                   4     2
8746       17374                   7     2
8747       17380                   5     1
8748       17383                  11     3
8749       17387                   8     6
8750       17387                  10     3
8751       17388                   8     1
8752       17388                   8     9
8753       17389                   7     3
8754       17389                   8     9
8755       17390                   6     2
8756       17392                  10     1
8757       17393                   6     5
8758       17398                   7     3
8759       17400                  11     5
8760       17402                   4     6
8761       17403                   6     4
8762       17411                   6     7
8763       17412                   9     8
8764       17412                   7     8
8765       17415                   4     5
8766       17417                   4     7
8767       17422                   5     4
8768       17424                   7     9
8769       17425                   7     1
8770       17427                   7     9
8771       17428                   8     5
8772       17431                   8     9
8773       17432                   5     1
8774       17434                   5     9
8775       17437                   9     6
8776       17437                   5     6
8777       17442                   9     4
8778       17444                   4     9
8779       17445                   7     4
8780       17448                  11     6
8781       17452                   9     5
8782       17453                   4     1
8783       17455                   9     5
8784       17455                   9     1
8785       17457                   4     4
8786       17458                  11     7
8787       17460                  10     7
8788       17461                  11     2
8789       17462                  11     5
8790       17467                   6     6
8791       17468                   7     7
8792       17469                  10     9
8793       17469                   6     7
8794       17470                  10     8
8795       17470                   9     9
8796       17473                  11     2
8797       17474                   4     3
8798       17475                   4     3
8799       17477                   9     3
8800       17478                   4     8
8801       17481                   8     9
8802       17484                  10     2
8803       17485                   4     3
8804       17485                  11     3
8805       17486                   5     5
8806       17490                   8     3
8807       17491                  10     6
8808       17491                   7     7
8809       17494                   6     7
8810       17494                   6     3
8811       17495                   8     4
8812       17498                   9     6
8813       17498                   7     3
8814       17502                   4     2
8815       17502                   8     2
8816       17505                   9     7
8817       17505                   8     5
8818       17506                  11     8
8819       17508                  11     6
8820       17509                  10     2
8821       17511                   8     2
8822       17511                  10     4
8823       17512                   6     3
8824       17513                   7     1
8825       17514                   8     1
8826       17516                  11     7
8827       17517                  10     1
8828       17517                   8     9
8829       17520                   6     4
8830       17521                   4     7
8831       17522                   6     9
8832       17523                  10     8
8833       17526                   4     9
8834       17528                  11     6
8835       17531                  11     1
8836       17538                  11     7
8837       17539                   4     5
8838       17540                  10     6
8839       17541                   4     5
8840       17544                   9     8
8841       17545                   7     3
8842       17545                   6     6
8843       17547                  10     5
8844       17548                   6     2
8845       17549                   5     3
8846       17550                   8     2
8847       17551                   4     4
8848       17555                   4     9
8849       17559                  11     5
8850       17560                   7     2
8851       17561                   5     9
8852       17563                   5     5
8853       17563                   7     5
8854       17565                  11     1
8855       17566                  10     3
8856       17567                   4     6
8857       17571                   4     4
8858       17573                   8     2
8859       17575                   6     3
8860       17575                   4     1
8861       17575                   7     4
8862       17580                   7     3
8863       17580                   5     5
8864       17588                   9     7
8865       17592                  10     3
8866       17596                  11     9
8867       17596                   9     8
8868       17597                   8     9
8869       17597                   4     2
8870       17598                   4     3
8871       17600                   9     1
8872       17602                  11     3
8873       17603                   9     3
8874       17603                   6     6
8875       17608                   6     5
8876       17609                  11     1
8877       17610                   7     3
8878       17610                   4     1
8879       17611                   9     5
8880       17612                   8     4
8881       17613                   9     2
8882       17614                   8     3
8883       17615                  10     9
8884       17615                   6     2
8885       17616                   6     1
8886       17617                   5     5
8887       17624                   9     3
8888       17624                   7     1
8889       17626                   5     9
8890       17628                   9     6
8891       17629                   5     2
8892       17631                   6     8
8893       17632                   9     3
8894       17633                  10     2
8895       17633                  11     6
8896       17633                   8     9
8897       17635                   6     9
8898       17636                  10     6
8899       17637                  10     1
8900       17640                   7     6
8901       17644                   8     2
8902       17644                   6     3
8903       17644                  10     4
8904       17646                   5     1
8905       17648                   7     5
8906       17650                   6     9
8907       17650                   4     1
8908       17650                   9     9
8909       17652                  10     1
8910       17653                   6     1
8911       17657                   4     7
8912       17660                   9     1
8913       17664                   4     4
8914       17667                   4     4
8915       17673                   9     4
8916       17674                   8     9
8917       17675                  10     5
